userId,movieId,rating,timestamp
17,4,3.0,944993166
17,8,3.0,944990828
17,12,1.0,946617997
17,20,1.0,944990423
38,26,3.5,1228039312
40,13,4.0,869171554
56,9,3.0,861786447
110,9,1.0,831741727
114,20,1.0,948065842
114,26,3.0,1003527162
201,23,4.0,996460168
210,12,4.0,835555032
224,12,2.0,1131630524
230,9,3.0,939080197
231,20,3.5,1211181239
231,23,3.0,1211181241
239,20,3.0,1215531662
254,23,4.0,886600472
283,9,3.0,863814583
287,4,4.0,830496421
287,23,3.0,830495594
294,12,3.0,866104255
298,23,3.5,1097538561
316,13,3.5,1063677562
319,15,4.0,885669121
319,20,3.0,885669121
321,20,3.0,848354279
341,20,4.0,848395427
348,9,3.0,863354050
358,15,3.0,837317619
358,23,3.0,837317475
361,23,4.0,828220446
365,13,1.0,949638992
373,23,1.5,1152585465
373,27,2.0,1152618046
390,23,2.0,834376693
396,12,2.0,1012517961
402,12,0.5,1090265104
402,13,2.0,1090266036
402,20,2.0,1090269646
407,4,3.0,1118274012
407,26,3.5,1118267047
427,15,2.5,1124648053
445,13,4.0,1317756195
447,26,2.5,1326528578
448,13,3.5,1152404671
473,20,1.5,1279412537
486,8,3.0,945553333
497,12,3.0,835356100
499,23,3.5,1294888644
503,26,3.0,1216156573
510,23,2.5,1226444919
523,23,4.0,1129722710
546,9,2.0,841543217
546,20,3.0,841543139
547,12,3.0,853353253
577,9,3.0,832879254
584,23,3.0,978386290
604,4,3.0,847669219
604,20,3.0,847669255
604,23,2.0,847669182
612,15,3.0,834112224
657,13,4.0,1366692822
670,26,4.0,1111757189
675,15,3.0,978244673
686,9,2.0,915531904
686,20,4.0,915532122
696,12,2.5,1243817644
715,27,3.0,834233240
727,9,4.0,840300086
727,12,3.0,840300629
727,20,4.0,840299838
741,20,3.0,840386312
741,26,3.0,840392791
743,15,4.0,836537476
768,12,1.5,1099507617
768,15,2.5,1099507593
774,8,3.0,1099357916
774,27,4.0,1036348489
782,9,3.0,859866589
784,15,0.5,1218061602
815,8,2.5,1136803434
815,9,2.0,1136866850
815,12,1.5,1136794771
815,15,2.5,1136805795
815,20,2.5,1136871614
815,23,2.0,1136805986
815,27,2.5,1136869547
842,9,1.0,845743863
842,13,3.0,845742888
842,15,1.0,845743479
842,20,1.0,845744042
848,12,2.0,992895920
848,15,2.0,992895316
896,4,2.0,835568648
896,27,3.0,835569237
929,4,3.0,1010429587
929,12,2.0,1010430078
935,9,1.0,1011578201
935,20,2.0,1011493463
944,8,1.0,1003254119
956,20,3.0,995476904
956,23,2.0,995135652
966,15,4.0,829925522
966,23,4.0,829925522
976,23,3.0,828193194
1009,9,2.0,854616561
1009,12,3.0,854616561
1009,26,4.0,854616628
1019,26,4.0,862560862
1037,9,3.0,834485149
1040,15,3.0,1313467008
1060,20,2.0,1276553015
1066,20,2.0,971219587
1066,23,4.0,963696952
1066,26,4.0,875023934
1074,20,4.0,1189982007
1074,23,3.0,1189982002
1108,12,1.0,861536684
1157,26,4.0,875059501
1160,23,3.5,1448994213
1165,23,5.0,849013443
1168,23,3.0,833111267
1174,9,3.0,855232723
1179,13,4.0,1312438133
