userId,movieId,rating,timestamp
11,3,1.5,1102084805
11,21,4.5,1102085321
11,48,3.0,1102085272
11,58,4.5,1102084911
11,110,4.5,1102085156
11,151,4.0,1102084867
11,186,3.5,1102085262
11,225,3.0,1102085293
11,434,3.5,1102085282
11,494,1.5,1102084801
11,497,3.0,1102084826
11,509,3.5,1102085276
11,553,3.5,1102084830
11,586,3.0,1102085287
11,592,4.0,1102085114
11,653,3.5,1102084791
11,802,4.0,1102085223
11,832,3.5,1102084914
11,908,3.5,1102084904
11,1127,3.5,1102085230
11,1200,3.0,1102085238
11,1208,2.5,1102084783
11,1213,3.5,1102085206
11,1220,2.5,1102084786
11,1225,2.0,1102084777
11,1230,1.0,1102084842
11,1259,3.5,1102085219
11,1266,3.5,1102085214
11,1275,3.5,1102085234
11,1370,3.0,1102085154
11,1374,3.5,1102084878
11,1407,3.0,1102085150
11,1517,4.0,1102084848
11,1917,4.5,1102085117
11,2100,2.0,1102085147
11,2174,4.0,1102084851
11,2334,2.5,1102085603
11,2431,2.5,1102085605
11,2571,4.5,1102085159
11,2599,3.5,1102084892
11,2605,3.5,1102085614
11,2616,3.0,1102085634
11,2617,2.0,1102085144
11,2641,3.0,1102085548
11,2687,3.0,1102085526
11,2797,3.0,1102084854
11,2890,3.0,1102085545
11,2942,2.5,1102085533
11,2947,3.0,1102085553
11,2949,3.0,1102085530
11,2993,3.0,1102085520
11,3033,3.0,1102085543
11,3072,3.0,1102085471
11,3113,3.0,1102085452
11,3247,2.5,1102085458
11,3285,3.0,1102085477
11,3524,4.0,1102085467
11,3526,3.5,1102085450
11,3686,3.5,1102085388
11,3745,4.0,1102085406
11,3793,3.5,1102084924
11,3826,3.0,1102085402
11,3893,3.5,1102085384
11,3981,3.5,1102085382
11,4007,3.0,1102085361
11,4011,4.0,1102085395
11,4121,3.5,1102085370
11,4306,4.0,1102084921
11,4351,3.5,1102085376
11,4963,4.0,1102085326
11,4973,4.5,1102085328
11,6539,4.0,1102085319
12,34,5.0,953776646
12,39,4.0,953776947
12,150,5.0,953774973
12,223,4.0,953775394
12,232,4.0,953776674
12,235,3.0,953776764
12,327,4.0,953777545
12,345,4.0,953777107
12,380,3.0,953776947
12,541,4.0,953776491
12,552,1.0,953777879
12,562,5.0,953776793
12,728,4.0,953777052
12,745,5.0,953776620
12,801,4.0,953777395
12,1079,4.0,953778453
12,1093,4.0,953775428
12,1097,5.0,953775036
12,1132,5.0,953778400
12,1148,5.0,953776620
12,1179,5.0,953776511
12,1184,4.0,953777743
12,1188,4.0,953776732
12,1196,4.0,953778334
12,1197,5.0,953778372
12,1198,5.0,953778334
12,1199,5.0,953778372
12,1200,4.0,953778453
12,1210,5.0,953774973
12,1211,4.0,953778532
12,1223,5.0,953776620
12,1258,4.0,953778423
12,1259,5.0,953778453
12,1289,5.0,953778372
12,1295,4.0,953778400
12,1300,5.0,953778400
12,1344,4.0,953776537
12,1394,5.0,953775036
12,1500,4.0,953776712
12,1513,3.0,953775798
12,1537,4.0,953776646
12,1585,5.0,953777338
12,1707,1.0,953778118
12,1734,5.0,953776712
12,1747,3.0,953776842
12,1777,5.0,953777052
12,1784,4.0,953776812
12,1911,4.0,953775428
12,1916,5.0,953777135
12,1959,3.0,953775643
12,1965,5.0,953778911
12,1968,3.0,953778911
12,2020,4.0,953778372
12,2077,4.0,953778481
12,2124,4.0,953777193
12,2155,5.0,953776764
12,2174,4.0,953778481
12,2248,3.0,953778400
12,2282,5.0,953776674
12,2318,5.0,953775484
12,2331,3.0,953777193
12,2333,4.0,953775484
12,2336,4.0,953775456
12,2361,4.0,953775931
12,2390,5.0,953775523
12,2395,5.0,953775798
12,2683,4.0,953777448
12,2686,4.0,953775734
12,2692,4.0,953775798
12,2693,4.0,953775866
12,2700,3.0,953775831
12,2709,4.0,953775567
12,2710,5.0,953775363
12,2762,5.0,953775798
12,2859,5.0,953778372
12,2918,5.0,953778423
12,2953,1.0,953778265
12,3176,1.0,953775831
12,3203,5.0,953775428
12,3253,4.0,953776793
12,3267,4.0,953775036
12,3347,4.0,953778423
12,3430,2.0,953776197
12,3432,2.0,953776197
12,3448,3.0,953776275
12,3471,4.0,953776197
12,3476,4.0,953776326
12,3499,5.0,953776348
12,3504,4.0,953776367
26,110,5.0,974236717
26,597,2.0,974236577
26,991,5.0,974236655
26,1079,5.0,974237048
26,1172,3.0,974236944
26,1197,5.0,974236944
26,1201,4.0,974236577
26,1220,5.0,974237157
26,1257,3.0,974237157
26,1259,5.0,974237048
26,1261,2.0,974237385
26,1270,4.0,974237157
26,1285,2.0,974237157
26,1297,2.0,974237547
26,1307,5.0,974237048
26,1394,5.0,974237048
26,1537,5.0,974237834
26,1663,5.0,974237226
26,1958,3.0,974237547
26,1965,3.0,974237547
26,1968,5.0,974237157
26,2000,5.0,974237226
26,2064,5.0,974236944
26,2081,4.0,974237547
26,2144,3.0,974237385
26,2150,4.0,974237385
26,2243,5.0,974237385
26,2248,5.0,974237048
26,2324,4.0,974237834
26,2349,1.0,974237226
26,2716,4.0,974237385
26,2791,5.0,974237157
26,2797,5.0,974237226
26,2804,5.0,974236944
26,2858,5.0,974237834
26,2915,3.0,974237547
26,2918,5.0,974236944
26,2973,5.0,974236944
26,2997,5.0,974237834
26,3072,5.0,974237385
26,3104,4.0,974237157
26,3210,3.0,974237226
26,3269,3.0,974236577
26,3361,1.0,974237157
26,3397,3.0,974237547
26,3424,5.0,974237048
26,3448,4.0,974237385
26,3526,4.0,974237385
26,3552,4.0,974237385
26,3819,5.0,974236944
26,3868,5.0,974237547
31,6,4.5,1338649488
31,110,4.5,1338650771
31,296,4.5,1338650820
31,374,0.5,1338648116
31,379,0.5,1338648104
31,393,0.5,1338648318
31,431,4.0,1338649917
31,541,2.5,1338649258
31,589,4.0,1338650810
31,1036,4.0,1338650825
31,1089,3.5,1338649264
31,1200,3.5,1338650925
31,1208,3.5,1338650844
31,1214,3.5,1338650921
31,1232,4.0,1338649453
31,1240,3.5,1338649279
31,1258,3.5,1338649269
31,1261,4.0,1338648061
31,1515,0.5,1338648154
31,1584,4.0,1338650277
31,1653,4.0,1338650696
31,1721,3.0,1338650912
31,2000,4.0,1338650750
31,2296,3.0,1338648305
31,2329,4.0,1338649102
31,2367,4.0,1338648195
31,2409,0.5,1338648110
31,2412,0.5,1338648168
31,2422,0.5,1338648162
31,2571,4.0,1338650290
31,2702,4.0,1338649506
31,2858,2.5,1338649359
31,2959,3.0,1338649328
31,3150,4.0,1338648884
31,3354,4.0,1338648763
31,3409,3.0,1338648128
31,3503,4.5,1338650217
31,3527,4.0,1338650837
31,3578,3.0,1338650782
31,4105,3.5,1338649818
31,4226,2.5,1338649338
31,4720,4.0,1338649125
31,4878,3.0,1338650280
31,4975,4.0,1338649437
31,5785,0.5,1338648214
31,5888,4.0,1338650828
31,5903,2.0,1338650932
31,6016,3.5,1338649308
31,6197,0.5,1338648668
31,6502,4.0,1338650208
31,6664,2.0,1338648398
31,6874,3.0,1338650777
31,6947,3.5,1338650850
31,7976,4.0,1338650521
31,8644,3.0,1338650894
31,32587,4.0,1338649377
31,34405,3.5,1338649077
31,36363,4.0,1338649062
31,40723,4.0,1338648737
31,44191,4.0,1338650231
31,49530,2.5,1338649546
31,51662,4.0,1338650622
31,54185,4.0,1338650024
31,55820,4.0,1338650055
31,56174,3.0,1338650321
31,58559,3.0,1338650762
31,60069,4.0,1338650213
31,63072,4.0,1338649028
31,68237,4.0,1338649199
31,69904,3.5,1338648992
31,70286,4.0,1338650203
31,72998,4.0,1338650928
31,73321,3.5,1338649046
31,74064,3.5,1338648834
31,74668,4.0,1338649011
31,76093,3.5,1338650807
31,77561,2.0,1338648240
31,78039,4.0,1338648942
31,79132,2.5,1338650940
31,80463,2.5,1338649542
31,81591,4.0,1338649536
31,86190,3.0,1338650870
31,86320,4.0,1338648784
31,88140,3.0,1338650879
31,91500,3.0,1338650080
41,86,3.5,1305932803
41,318,4.5,1322441802
41,348,3.0,1305932676
41,383,4.0,1305932773
41,480,3.5,1322441684
41,553,4.0,1305934318
41,555,3.5,1305932936
41,590,4.0,1322441677
41,858,4.5,1305933464
41,912,5.0,1305933035
41,924,3.5,1305933112
41,953,4.0,1305933081
41,1131,3.5,1305934588
41,1132,3.5,1305934598
41,1172,4.0,1305934541
41,1204,4.0,1305933159
41,1217,4.0,1305932809
41,1247,4.0,1305933140
41,1500,3.5,1305934207
41,2150,3.0,1305932652
41,2248,4.0,1305932635
41,2391,2.5,1305932731
41,2795,3.5,1305932740
41,2841,3.0,1305932798
41,2872,3.5,1305932722
41,3072,3.5,1305932657
41,3267,2.5,1305932829
41,3481,3.5,1305934203
41,3617,3.5,1305934387
41,3893,3.5,1305932784
41,3984,3.0,1305932817
41,4226,3.5,1322441795
41,4643,3.0,1305932685
41,4823,4.0,1305934225
41,4973,3.5,1305934532
41,5839,3.5,1305934557
41,5840,3.5,1305934569
41,6188,3.5,1305934447
41,7317,3.5,1305934384
41,8013,3.5,1305934238
41,8254,5.0,1305933025
41,8533,3.5,1305934793
41,54503,3.5,1305933944
41,56367,3.5,1305933941
41,63082,4.5,1305933089
41,69122,3.5,1305934401
41,70599,3.5,1305934815
41,73266,4.0,1305933946
41,76251,4.0,1305934505
41,77658,4.0,1305932976
41,77719,4.0,1305933422
41,78039,2.0,1305933251
41,79702,4.5,1305932886
41,81512,2.5,1305933293
41,82459,3.5,1309124008
41,82461,3.5,1305933305
48,47,4.5,1081720044
48,70,2.5,1081720267
48,111,4.0,1081745740
48,173,0.5,1081745744
48,296,5.0,1081720007
48,300,4.0,1081720077
48,318,5.0,1081720020
48,344,4.0,1081720037
48,356,4.0,1081720012
48,367,3.5,1081745728
48,454,3.5,1081745725
48,500,4.0,1081720057
48,508,4.5,1081720118
48,586,4.5,1081720093
48,593,4.0,1081720010
48,858,5.0,1081720048
48,904,4.0,1081720212
48,912,5.0,1081720101
48,1089,4.0,1081720148
48,1193,4.5,1081720090
48,1213,4.5,1081720122
48,1221,5.0,1081720106
48,1252,4.5,1081720220
48,1258,4.5,1081720191
48,1307,4.0,1081720112
48,1393,4.0,1081720109
48,1485,2.5,1081745717
48,1617,4.5,1081720073
48,1641,4.5,1081720182
48,1645,3.0,1081717968
48,1680,4.5,1081718201
48,1682,4.0,1081720205
48,1704,5.0,1081720130
48,1721,4.5,1081720083
48,1729,4.5,1081720336
48,1784,5.0,1081720143
48,1923,4.0,1081720152
48,1961,5.0,1081720125
48,2006,3.0,1081720278
48,2194,4.5,1081720256
48,2231,3.5,1081718241
48,2268,4.5,1081720226
48,2324,5.0,1081720208
48,2329,5.0,1081720356
48,2431,4.5,1081718227
48,2571,4.5,1081720069
48,2692,4.5,1081745701
48,2706,4.0,1081720164
48,2710,4.5,1081720176
48,2808,2.5,1081745804
48,3006,3.5,1081718142
48,3252,5.0,1081718244
48,3409,3.5,1081745782
48,3451,5.0,1081718412
48,3578,4.5,1081745695
48,3617,4.0,1081745776
48,3994,3.5,1081718003
48,4034,4.0,1081720295
48,5364,4.0,1081718554
48,5400,2.5,1081718400
48,5418,3.0,1081745755
48,5480,4.0,1081718755
48,5669,5.0,1081720317
48,5945,4.0,1081718367
48,6059,4.0,1081718573
48,6060,0.5,1081719932
48,6874,4.0,1081718458
53,62,4.0,1013237255
53,88,2.0,1013236759
53,216,3.0,1013237160
53,225,2.0,1013237058
53,234,1.0,1013237160
53,296,5.0,1013236992
53,491,1.0,1013236992
53,537,3.0,1013237078
53,593,5.0,1013237182
53,605,2.0,1013237078
53,733,2.0,1013237204
53,798,1.0,1013236940
53,1081,1.0,1013237058
53,1084,2.0,1013237058
53,1221,4.0,1013236759
53,1230,4.0,1013236779
53,1285,5.0,1013237013
53,1291,5.0,1013236879
53,1344,5.0,1013236898
53,1445,3.0,1013236898
53,1855,2.0,1013236953
53,1884,3.0,1013236992
53,1950,3.0,1013236759
53,1965,2.0,1013237108
53,2025,3.0,1013237058
53,2027,3.0,1013237078
53,2249,3.0,1013237137
53,2353,3.0,1013237030
53,2423,4.0,1013236992
53,2498,1.0,1013237182
53,2517,3.0,1013237137
53,2536,4.0,1013236779
53,2558,2.0,1013236733
53,2570,3.0,1013237117
53,2571,5.0,1013237204
53,2605,2.0,1013236779
53,2798,2.0,1013237137
53,2846,3.0,1013237204
53,2861,3.0,1013236879
53,3033,5.0,1013236898
53,3062,3.0,1013237204
53,3072,2.0,1013236733
53,3527,5.0,1013237204
53,3785,5.0,1013237030
53,3821,2.0,1013237030
53,3871,3.0,1013236898
53,3897,3.0,1013236940
53,3998,2.0,1013237235
53,4007,4.0,1013236940
53,4039,1.0,1013237108
53,4080,4.0,1013236879
53,4126,4.0,1013236972
53,4149,2.0,1013237058
53,4267,1.0,1013237255
53,4317,3.0,1013237255
53,4635,3.0,1013236759
53,4662,2.0,1013236733
53,4666,2.0,1013237160
53,4921,1.0,1013237182
53,5054,3.0,1013237160
54,62,4.0,1355011444
54,107,4.0,1354416608
54,141,5.0,1355011008
54,260,5.0,1355011005
54,277,4.0,1354416536
54,296,4.0,1355011442
54,357,5.0,1354417017
54,364,5.0,1355011000
54,367,4.5,1355010998
54,608,4.5,1355010993
54,922,1.5,1354416640
54,1059,3.5,1354416531
54,1079,4.0,1355010991
54,1080,2.0,1355011433
54,1104,3.0,1354416619
54,1185,4.0,1354416670
54,1265,4.0,1355011428
54,1285,4.0,1354416513
54,1307,5.0,1354417077
54,1961,3.5,1355010937
54,1965,4.0,1354416651
54,1968,5.0,1355010931
54,2003,2.5,1354416498
54,2144,4.5,1354416559
54,2174,3.0,1355010933
54,2291,2.5,1355011426
54,2581,2.5,1354416587
54,2717,3.5,1355011271
54,2770,2.5,1355011270
54,2872,2.0,1354416626
54,3114,4.0,1355010941
54,3156,1.5,1354416743
54,3253,4.0,1355011212
54,3271,4.5,1354416754
54,3424,4.0,1355011196
54,3897,5.0,1355010901
54,4361,4.0,1354416572
54,4370,3.5,1355011171
54,4499,5.0,1354416718
54,5349,3.0,1355011424
54,5459,3.5,1355011166
54,5481,2.5,1355011079
54,6333,3.0,1355011073
54,6539,4.0,1355010954
54,6942,5.0,1354416993
54,8784,2.0,1355011057
54,30793,1.5,1355011054
54,33493,0.5,1355011050
54,58047,3.0,1354417112
